Hotel_Address,Hotel_Name,lat,lng
1 Rue Du G n ral Blaise 11th arr 75011 Paris France,Gardette Park Hotel,48.8610265,2.3788974
1 rue Geoffroy Marie 9th arr 75009 Paris France,Hotel Panache,48.87325429999999,2.343239
1 Rue Sainte Opportune 1st arr 75001 Paris France,H tel des Ducs D Anjou,48.8598229,2.347111
1 Rue Scribe 9th arr 75009 Paris France,Hotel Scribe Paris Opera by Sofitel,48.8704175,2.3296832000000003
1 Shortlands Hammersmith and Fulham London W6 8DR United Kingdom,Novotel London West,51.4919588,-0.2200956
1 Suffolk Place Westminster Borough London SW1Y 4HX United Kingdom,Haymarket Hotel,51.5084595,-0.1311382
1 Waterview Drive Greenwich London SE10 0TW United Kingdom,Intercontinental London The O2,51.5024348,-0.0002497
10 12 rue Cognacq Jay 7th arr 75007 Paris France,H tel Juliana Paris,48.8619373,2.3040298
10 12 rue de Charonne 11th arr 75011 Paris France,Hotel L Antoine,48.85242150000001,2.3743832
10 avenue Carnot 17th arr 75017 Paris France,Belfast,48.8756435,2.2938788
10 Avenue D I na 16th arr 75016 Paris France,Shangri La Hotel Paris,48.8637135,2.2934759
10 Avenue Emile Zola 15th arr 75015 Paris France,Mercure Paris Tour Eiffel Pont Mirabeau,48.8460269,2.2788281
10 Beaufort Gardens Kensington and Chelsea London SW3 1PT United Kingdom,Knightsbridge Hotel,51.4980052,-0.1643238
10 Berners Street Westminster Borough London W1T 3NP United Kingdom,The London EDITION,51.5167472,-0.135965
10 Bina Gardens South Kensington Kensington and Chelsea London SW5 0LA United Kingdom,The Cranley Hotel,51.4916378,-0.1832833
10 Bis rue du D barcad re 17th arr 75017 Paris France,Hotel Le 10 BIS,48.8780363,2.2864907000000003
10 Carlisle Street Westminster Borough London W1D 3BR United Kingdom,The Nadler Soho,51.5147387,-0.1341108
10 Godliman Street City of London London EC4V 5AJ United Kingdom,Grange St Paul s Hotel,51.5127625,-0.0997157
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,The Ampersand Hotel,51.49430770000001,-0.1755579
10 Monmouth Street Camden London WC2H 9HB United Kingdom,Covent Garden Hotel,51.51459860000001,-0.1270336
10 Palace Place Westminster Borough London SW1E 5BW United Kingdom,The Nadler Victoria,51.4990259,-0.1427453
10 Pepys Street City of London London EC3N 2NR United Kingdom,Novotel London Tower Bridge,51.51065379999999,-0.07736760000000001
10 Place De La R publique 11th arr 75011 Paris France,Crowne Plaza Paris R publique,48.8673199,2.3656296
10 Place De Mexico 16th arr 75016 Paris France,Le Metropolitan a Tribute Portfolio Hotel,48.8656973,2.2829776
10 rue Chateaubriand 8th arr 75008 Paris France,Atala Champs Elys es,48.8735418,2.302442
10 rue d Ormesson 4th arr 75004 Paris France,H tel de Jos phine BONAPARTE,48.8555319,2.3621212000000003
10 rue de Bruxelles 9th arr 75009 Paris France,Maison Souquet,48.88366,2.3313845
10 Rue de la Tour d Auvergne 9th arr 75009 Paris France,Hotel Tour d Auvergne Opera,48.8789432,2.3448623
10 rue de Vaugirard 6th arr 75006 Paris France,Le Senat,48.8491427,2.3397118
10 Rue Gabriel Laumain 10th arr 75010 Paris France,Windsor Opera,48.8734851,2.3485111
10 rue Gager Gabillot 15th arr 75015 Paris France,Holiday Inn Paris Montparnasse Pasteur,48.8376887,2.3063102000000004
10 Rue Kepler 16th arr 75016 Paris France,H tel Keppler,48.8699103,2.2973386
10 rue Lamartine 9th arr 75009 Paris France,Les Plumes Hotel,48.8766269,2.3432886
10 rue Saint Hyacinthe 1st arr 75001 Paris France,Hotel des Tuileries Relais du Silence,48.8661705,2.331561
10 rue Saint Philippe du Roule 8th arr 75008 Paris France,Bradford Elys es Astotel,48.8729676,2.3081178
10 Wardour Street Leicester Square Westminster Borough London W1D 6QF United Kingdom,W London Leicester Square,51.510843,-0.1314287
10 West Temple Sheen London SW14 7RT United Kingdom,The Victoria,51.4611219,-0.2756216
100 110 Euston Road Camden London NW1 2AJ United Kingdom,Pullman London St Pancras,51.5286766,-0.12834890000000002
100 Cromwell Road Kensington and Chelsea London SW7 4ER United Kingdom,Crowne Plaza London Kensington,51.495179,-0.183827
100 Queen s Gate Kensington and Chelsea London SW7 5AG United Kingdom,Doubletree by Hilton London Kensington,51.4925138,-0.17879170000000005
100 Shoreditch High Street Hackney London E1 6JQ United Kingdom,Ace Hotel London Shoreditch,51.5254162,-0.07728489999999999
100 Vauxhall Walk Lambeth London SE11 5AL United Kingdom,Staybridge Suites London Vauxhall,51.4891226,-0.1205639
101 Buckingham Palace Road Westminster Borough London SW1W 0SJ United Kingdom,The Grosvenor,51.4956657,-0.1452793
101 Knightsbridge Westminster Borough London SW1X 7RN United Kingdom,The Park Tower Knightsbridge a Luxury Collection Hotel,51.5014191,-0.16258050000000002
102 Avenue de Villiers 17th arr 75017 Paris France,Amp re,48.8848583,2.2997023
102 Avenue Victor Hugo 16th arr 75016 Paris France,Melia Paris Champs Elys es,48.86889620000001,2.2827459
102 Bd De Grenelle 15th arr 75015 Paris France,Le Parisis Paris Tour Eiffel,48.8494851,2.2955063
104 Bayswater Rd Westminster Borough London W2 3HL United Kingdom,Thistle Kensington Gardens,51.51084390000001,-0.1839074
108 Baker Street Westminster Borough London W1U 6LJ United Kingdom,Park Plaza Sherlock Holmes London,51.5209191,-0.1566567
108 Rue Saint Lazare 8th arr 75008 Paris France,Hilton Paris Opera,48.8756604,2.3252075
109 113 Queen s Gate Kensington and Chelsea London SW7 5LR United Kingdom,The Kensington Hotel,51.4925478,-0.1780611
10a Chestnut Plaza Westfield Stratford City Olympic Park Newham London E20 1GL United Kingdom,Holiday Inn London Stratford City,51.5426054,-0.0072708
10b Chestnut Plaza Westfield Stratford City Olympic Park Newham London E20 1GL United Kingdom,Staybridge Suites London Stratford,51.54263510000001,-0.007327199999999998
11 12 Poplar Mews Shepherd s Bush Hammersmith and Fulham London W12 7JS United Kingdom,Shepherd s Bush Boutique Hotel,51.5054544,-0.2262216
11 13 Bayley Street Bedford Square Camden London WC1B 3HD United Kingdom,My Bloomsbury,51.5188555,-0.1319172
11 15 Rue De Lyon 12th arr 75012 Paris France,Holiday Inn Paris Gare de Lyon Bastille,48.8468064,2.3714789
11 Bis Rue Jules Chaplain 6th arr 75006 Paris France,H tel Chaplain Paris Rive Gauche,48.8427564,2.3305636
11 Bis rue Mazagran 10th arr 75010 Paris France,H tel Regina Op ra Grands Boulevards,48.8708508,2.3515882
11 Cadogan Gardens Sloane Square Kensington and Chelsea London SW3 2RJ United Kingdom,11 Cadogan Gardens,51.4936161,-0.15923470000000006
11 Knightsbridge Westminster Borough London SW1X 7LY United Kingdom,The Wellesley Knightsbridge a Luxury Collection Hotel London,51.502485,-0.15392650000000002
11 Rue d Astorg 8th arr 75008 Paris France,Hotel Astor Saint Honor ,48.87283239999999,2.3193886000000004
11 Rue de l Arcade 8th arr 75008 Paris France,Op ra Marigny,48.871723,2.3235377
11 rue de Tr vise 9th arr 75009 Paris France,H tel Diva Opera,48.8732706,2.3450746
11 rue du 8 Mai 1945 10th arr 75010 Paris France,Le Marcel,48.8761376,2.3572681
11 Rue Du Temple 4th arr 75004 Paris France,H tel Duo,48.8581186,2.3529369
11 rue Paul Baudry 8th arr 75008 Paris France,H tel Le Marianne,48.8725794,2.3075779
11 Thurloe Place Knightsbridge Kensington and Chelsea London SW7 2RS United Kingdom,The Rembrandt,51.4959227,-0.17029170000000002
110 rue Blomet 15th arr 75015 Paris France,Hotel Eden,48.8405612,2.2991035
111 avenue de la Bourdonnais 7th arr 75007 Paris France,H tel de la Bourdonnais,48.8550466,2.304583
111 Cromwell Road Kensington and Chelsea London SW7 4DP United Kingdom,Ashburn Hotel,51.49455220000001,-0.1861213
111 Westminster Bridge Road Lambeth London SE1 7JD United Kingdom,Marlin Waterloo,51.4990953,-0.1132136
112 boulevard de S bastopol 3rd arr 75003 Paris France,Best Western Premier Marais Grands Boulevards,48.8687425,2.3541761
113 Lambeth Rd Lambeth London SE1 7LS United Kingdom,Novotel London Waterloo,51.4948465,-0.1187481
116 Piccadilly Westminster Borough London W1J 7BJ United Kingdom,The Athenaeum,51.504716,-0.1475618
117 129 Cromwell Road Kensington and Chelsea London SW7 4DS United Kingdom,Park International Hotel,51.4945144,-0.1866172
117 Poplar High Street Tower Hamlets London E14 0AE United Kingdom,Lansbury Heritage Hotel,51.5090985,-0.015730200000000003
117 Rue Lauriston 16th arr 75116 Paris France,Le Dokhan s a Tribute Portfolio Hotel,48.8663359,2.2867935
11bis Rue Godot de Mauroy 9th arr 75009 Paris France,Le Relais Madeleine,48.870961,2.3267678
12 14 Rue Joseph De Maistre 18th arr 75018 Paris France,Terrass H tel Montmartre by MH,48.8865626,2.3329648
12 Boulevard Haussmann 9th arr 75009 Paris France,Millennium Hotel Paris Opera,48.8724588,2.3378004
12 boulevard Malesherbes 8th arr 75008 Paris France,Waldorf Madeleine,48.8715828,2.3224853
12 Folgate Street City of London London E1 6BX United Kingdom,Batty Langley s,51.5208575,-0.0779503
12 Lancaster Gate Lancaster Gate Westminster Borough London W2 3LG United Kingdom,Best Western Mornington Hotel Hyde Park,51.51199329999999,-0.17827939999999998
12 Osborn Street Aldgate East Tower Hamlets London E1 6TE United Kingdom,Arbor City,51.5166755,-0.0697897
12 rue de la Montagne Sainte Genevi ve 5th arr 75005 Paris France,Hotel La Lanterne,48.8489839,2.348383
12 Rue de Louvois 2nd arr 75002 Paris France,H tel Square Louvois,48.8684165,2.336869
12 rue de Marignan 8th arr 75008 Paris France,Hotel Marignan Champs Elys es,48.8685093,2.3067895
12 rue de Parme 9th arr 75009 Paris France,Le Grey Hotel,48.881407,2.3274204
12 rue des Saussaies 8th arr 75008 Paris France,Le Pavillon des Lettres,48.8713699,2.3181191
12 Rue Jean Goujon 8th arr 75008 Paris France,H tel San R gis,48.86657879999999,2.3084447
12 rue Saint Didier 16th arr 75016 Paris France,Garden Elys e,48.8663444,2.2881979
12 rue Saint Roch 1st arr 75001 Paris France,Hotel Louvre Montana,48.8644627,2.3318473
12 Upper Woburn Place Camden London WC1H 0HX United Kingdom,Ambassadors Bloomsbury,51.5266618,-0.12965710000000005
123 boulevard S bastopol 2nd arr 75002 Paris France,Le 123 S bastopol Astotel,48.8675886,2.3531018
123 Rue Du Faubourg Saint Honor 8th arr 75008 Paris France,Le 123 Elysees Astotel,48.8730823,2.309659
124 Clerkenwell Rd Camden London EC1R 5DJ United Kingdom,The Bryson Hotel,51.5220869,-0.1082443
128 avenue de Wagram 17th arr 75017 Paris France,Best Western Mercedes Arc de Triomphe,48.8848292,2.3035189
128 King Henry s Road Camden London NW3 3ST United Kingdom,London Marriott Hotel Regents Park,51.5421476,-0.1703073
129 Bayswater Road London W2 4RJ United Kingdom,Hilton London Hyde Park,51.51046,-0.1875844
13 15 Gower Street Camden London WC1E 6HE United Kingdom,Staunton Hotel B B,51.520378,-0.1303414
13 Boulevard Du Temple 3rd arr 75003 Paris France,1K Hotel,48.8639318,2.3658744
13 Rue De La Paix 2nd arr 75002 Paris France,H tel Westminster,48.8693409,2.3310263
13 rue des Beaux Arts 6th arr 75006 Paris France,L H tel,48.856227200000006,2.3351758
13 Rue Fran ois Ory 92120 Paris France,Mercure Paris Porte d Orleans,48.8178079,2.3293636
13 rue Geoffroy Marie 9th arr 75009 Paris France,Maxim Op ra,48.8738557,2.3444232000000005
13 Rue Jules Cesar 12th arr 75012 Paris France,Le Marceau Bastille,48.8490691,2.3697484
13 rue Saint Sulpice 6th arr 75006 Paris France,Hotel Odeon Saint Germain,48.8513515,2.3375084
130 134 Southampton Row Camden London WC1B 5AF United Kingdom,Mercure London Bloomsbury Hotel,51.5210085,-0.1230966
130 135 Minories City of London London EC3N 1NU United Kingdom,The Chamberlain,51.51224570000001,-0.0757326
130 Tottenham Court Road Camden London W1T 5AY United Kingdom,Radisson Blu Edwardian Grafton,51.5241386,-0.1380807
132 Boulevard Haussmann 8th arr 75008 Paris France,La Villa Haussmann,48.8753446,2.3167161
134 George Street Westminster Borough London W1H 5DN United Kingdom,London Marriott Hotel Marble Arch,51.5163841,-0.16357639999999998
14 15 Langham Place Westminster Borough London W1B 2QS United Kingdom,Saint Georges Hotel,51.517839,-0.1424476
14 16 Craven Hill Lancaster Gate Westminster Borough London W2 3DU United Kingdom,Park Grand London Lancaster Gate,51.51320689999999,-0.1807816
14 Henrietta Street Westminster Borough London WC2E 8QH United Kingdom,The Henrietta Hotel,51.5109079,-0.1238221
14 Rue Beaujon 8th arr 75008 Paris France,Sofitel Paris Arc De Triomphe,48.8751845,2.3013214
14 Rue de la Sorbonne 5th arr 75005 Paris France,Hotel Mercure La Sorbonne Saint Germain des Pr s,48.8493499,2.3430569
14 rue de la Tremoille 8th arr 75008 Paris France,La Tremoille Paris,48.8668589,2.3028215
14 Rue du Chevalier de Saint George 1st arr 75001 Paris France,Hotel Op ra Richepanse,48.8686931,2.325211
14 Rue St Simon 7th arr 75007 Paris France,H tel Duc De St Simon,48.8560685,2.3236846
14 Rue Stanislas 6th arr 75006 Paris France,Hotel Le Six,48.8438352,2.3280708
140 Gloucester Road Kensington and Chelsea London SW7 4QH United Kingdom,The Bailey s Hotel London,51.4938733,-0.1824963
140 Park Lane Westminster Borough London W1K 7AA United Kingdom,London Marriott Hotel Park Lane,51.5131428,-0.1576714
141 rue St Honor 1st arr 75001 Paris France,Best Western Premier Louvre Saint Honor ,48.861711,2.3406740000000004
142 Minories City of London London EC3N 1LS United Kingdom,Hotel Indigo London Tower Hill,51.5128032,-0.07586
142 To 144 Warwick Way Victoria Westminster Borough London SW1V 4JE United Kingdom,Windermere Hotel,51.4903724,-0.1459218
143 Avenue De Malakoff 16th arr 75016 Paris France,La Villa Maillot,48.875551,2.2835191000000004
143 Boulevard Saint Germain 6th arr 75006 Paris France,H tel Madison by MH,48.8531641,2.3344097
144 Praed St Paddington Westminster Borough London W2 1HU United Kingdom,Mercure London Paddington Hotel,51.51611389999999,-0.1749521
146 Praed Street Westminster Borough London W2 1EE United Kingdom,Hilton London Paddington,51.515632,-0.17573699999999998
147 Cromwell Road Kensington and Chelsea London SW5 0TH United Kingdom,London Marriott Hotel Kensington,51.4944849,-0.1884174
15 16 Prince Of Wales Terrace Kensington and Chelsea London W8 5PQ United Kingdom,Kensington House Hotel,51.5012329,-0.1859937
15 17 Charlotte Street Hotel Westminster Borough London W1T 1RJ United Kingdom,Charlotte Street Hotel,51.5184158,-0.1348509
15 Beeston Place Westminster Borough London SW1W 0JW United Kingdom,The Goring,51.4975621,-0.145551
15 Boulevard Romain Rolland 14th arr 75014 Paris France,Novotel Paris 14 Porte d Orl ans,48.8196885,2.3263505
15 Cromwell Place Kensington and Chelsea London SW7 2LA United Kingdom,The Pelham Starhotels Collezione,51.4943935,-0.17501689999999998
15 Montague St Bloomsbury Camden London WC1B 5BJ United Kingdom,The Montague On The Gardens,51.520181,-0.1256957
15 Place Vend me 1st arr 75001 Paris France,Ritz Paris,48.8679466,2.3289593
15 Quai Saint Michel 5th arr 75005 Paris France,Hotel Les Rives de Notre Dame,48.8532269,2.3457159
15 Rue Boissy d Anglas 8th arr 75008 Paris France,Sofitel Paris Le Faubourg,48.868414,2.3213247000000004
15 Rue de Bassano 16th arr 75016 Paris France,Bassano,48.8690596,2.2971078
15 rue de Constantinople 8th arr 75008 Paris France,Best Western Premier Le Swann,48.8797331,2.3206003
15 Rue De La Grande Chaumi re 6th arr 75006 Paris France,H tel des Academies et des Arts,48.8420669,2.3304091
15 Rue Des Pyramides 1st arr 75001 Paris France,Hotel Lumen Paris Louvre,48.86525820000001,2.3329632
15 Rue Dupleix 15th arr 75015 Paris France,Le Marquis Eiffel,48.8516619,2.2979395
15 rue Edouard Manet 13th arr 75013 Paris France,COQ Hotel Paris,48.8328764,2.3572531000000003
15 Rue Jacob 6th arr 75006 Paris France,Mill sime H tel,48.8550236,2.3350786
15 Seymour Street Westminster Borough London W1H 7JW United Kingdom,The Leonard Hotel,51.5147071,-0.15782910000000006
150 Bayswater Road Kensington and Chelsea London W2 4RT United Kingdom,DoubleTree by Hilton London Hyde Park,51.5100362,-0.190657
150 Piccadilly Westminster Borough London W1J 9BR United Kingdom,The Ritz London,51.5069446,-0.1415776
151 157 City Road Shoreditch Islington London EC1V 1JS United Kingdom,M by Montcalm Shoreditch London Tech City,51.5278465,-0.0889473
151 bis Rue de Rennes 6th arr 75006 Paris France,Legend Saint Germain by Elegancia,48.8453774,2.3256427000000004
152 Cricklewood Broadway Cricklewood London NW2 3ED United Kingdom,Clayton Crown Hotel London,51.5561548,-0.2141824
153 Boulevard Saint Germain 6th arr 75006 Paris France,Au Manoir Saint Germain,48.853688,2.3322667
153 Hammersmith Road Hammersmith and Fulham London W14 0QL United Kingdom,St Paul s Hotel,51.493475200000006,-0.2153256
153 Rue De Vaugirard 15th arr 75015 Paris France,Best Western S vres Montparnasse,48.843707,2.3155631000000003
16 22 Great Russell Street Camden London WC1B 3NN United Kingdom,The Bloomsbury Hotel,51.5171671,-0.12905339999999998
16 Avenue de l Opera 1st arr 75001 Paris France,Nolinski Paris,48.8654874,2.3348924
16 avenue de Tourville 7th arr 75007 Paris France,Le Tourville Eiffel,48.85426810000001,2.3078116
16 boulevard Haussmann 9th arr 75009 Paris France,Paris Marriott Opera Ambassador Hotel,48.8728351,2.3362507000000003
16 London Street Paddington Westminster Borough London W2 1HL United Kingdom,Hotel Indigo London Paddington,51.5150534,-0.1739974
16 rue d Edimbourg 8th arr 75008 Paris France,Idol Hotel,48.8795369,2.3202966
16 rue de Berri 8th arr 75008 Paris France,H tel California Champs Elys es,48.8726335,2.3048084
16 rue de S ze 9th arr 75009 Paris France,Hotel de Seze,48.870574100000006,2.3264194
16 Sumner Place Kensington and Chelsea London SW7 3EG United Kingdom,Number Sixteen,51.4930905,-0.17550220000000002
160 Cromwell Road Kensington Kensington and Chelsea London SW5 0TL United Kingdom,Hotel Xenia Autograph Collection,51.4946905,-0.1910197
160 Rue La Fayette 10th arr 75010 Paris France,H tel Hor,48.8793427,2.3577745
163 Marsh Wall Docklands Tower Hamlets London E14 9SJ United Kingdom,Britannia International Hotel Canary Wharf,51.5019097,-0.0232208
165 rue de Rome 17th arr 75017 Paris France,Best Western Op ra Batignolles,48.8870573,2.3143297
166 Boulevard Berthier 17th arr 75017 Paris France,H tel de Banville,48.88646729999999,2.2948911
167 rue de Rome 17th arr 75017 Paris France,Villa Eugenie,48.8871283,2.314205
17 18 Upper Woburn Place Camden London WC1H 0HT United Kingdom,Hilton London Euston,51.5265189,-0.13036889999999998
17 19 Egerton Terrace Knightsbridge Kensington and Chelsea London SW3 2BX United Kingdom,Egerton House,51.4968406,-0.16754979999999994
17 25 Sloane Street Knightsbridge Kensington and Chelsea London SW1X 9NU United Kingdom,Millennium Hotel London Knightsbridge,51.4999683,-0.15999270000000002
17 Avenue Kl ber 16th arr 75016 Paris France,H tel Raphael,48.8713239,2.2937849
17 bis rue Am lie 7th arr 75007 Paris France,Le 7 Eiffel Hotel,48.8585193,2.3077243
17 Boulevard Saint Jacques 14th arr 75014 Paris France,Paris Marriott Rive Gauche Hotel,48.83159620000001,2.3399796000000004
17 Nottingham Place Westminster Borough London W1U 5LG United Kingdom,Hotel La Place,51.52152570000001,-0.1533039
17 Rue de Caumartin 9th arr 75009 Paris France,Hotel Le Pera,48.871309,2.3277079
17 rue de l Arcade 8th arr 75008 Paris France,H tel Bedford,48.8720593,2.3236802000000005
17 rue de Richelieu 1st arr 75001 Paris France,Drawing Hotel,48.8644382,2.3359148
17 Rue Du Cotentin 15th arr 75015 Paris France,Novotel Paris Centre Gare Montparnasse,48.838484,2.3150904
17 rue Duhesme 18th arr 75018 Paris France,D clic Hotel,48.8908018,2.3380204
17 rue g t le coeur 6th arr 75006 Paris France,Villa d Estr es,48.8535089,2.3425787
171 Knightsbridge Westminster Borough London SW7 1DW United Kingdom,Bulgari Hotel London,51.5015721,-0.1628511
173 185 Greenwich High Rd Greenwich London SE10 8JA United Kingdom,Novotel London Greenwich,51.4778583,-0.0137463
173 Gloucester Place Westminster Borough London NW1 6DX United Kingdom,Park Avenue Baker Street,51.52414520000001,-0.1609907
177 Boulevard Haussmann 8th arr 75008 Paris France,Hotel Plaza Elys es,48.8746128,2.3056956000000004
177 rue du faubourg Saint Honor 8th arr 75008 Paris France,Hotel Champs Elys es Friedland by Happyculture,48.8750848,2.3048372
18 21 Charterhouse Square Islington London EC1M 6AH United Kingdom,Malmaison London,51.520943,-0.1004581
18 30 Lexham Gardens Kensington and Chelsea London W8 5JE United Kingdom,The Park City Grand Plaza Kensington Hotel,51.4954976,-0.1893691
18 Albert Embankment Lambeth London SE1 7TJ United Kingdom,Park Plaza London Riverbank,51.4913737,-0.1214194
18 Avenue De Suffren Entr e au 22 rue Jean Rey 15th arr 75015 Paris France,Pullman Paris Tour Eiffel,48.8555664,2.2926243
18 Lodge Road Near Baker Street And Marylebone Westminster Borough London NW8 7JT United Kingdom,Danubius Hotel Regents Park,51.529257,-0.16835799999999998
18 rue Bachaumont 2nd arr 75002 Paris France,Hotel Bachaumont,48.8663208,2.3450399
18 rue Clement Marrot 8th arr 75008 Paris France,Franklin Roosevelt,48.8678432,2.3033075000000003
18 Rue d Antin 2nd arr 75002 Paris France,H tel Horset Op ra Best Western Premier Collection,48.8691686,2.3337818
18 rue de Constantinople 8th arr 75008 Paris France,Best Western Paris Gare Saint Lazare,48.8803752,2.319591
18 Rue du Cirque 8th arr 75008 Paris France,Splendide Royal Paris,48.87096270000001,2.3154141
181 Cromwell Road Kensington and Chelsea London SW5 0SF United Kingdom,The Rockwell,51.4948059,-0.1926525
181 Tooley Street Southwark London SE1 2JR United Kingdom,The LaLit London,51.5032524,-0.078179
185 Boulevard Brune 14th arr 75014 Paris France,Mercure Paris Alesia,48.8237487,2.324056
19 21 Gt Marlborough St Westminster Borough London W1F 7HL United Kingdom,Courthouse Hotel London,51.5143624,-0.1394483
19 21 Penywern Road Kensington and Chelsea London SW5 9TT United Kingdom,Best Western The Boltons Hotel London Kensington,51.4907493,-0.1934627
19 25 Granville Place Marble Arch Westminster Borough London W1H 6PA United Kingdom,Radisson Blu Edwardian Sussex,51.5144381,-0.15583370000000002
19 avenue Kleber 16th arr 75116 Paris France,Hotel The Peninsula Paris,48.8710605,2.2933537
19 Boulevard De La Tour Maubourg 7th arr 75007 Paris France,Le Narcisse Blanc Spa,48.8605125,2.3106533
19 Brent Street Brent Cross London NW4 2EU United Kingdom,The Pillar Hotel,51.583236,-0.216868
19 New Bridge Street City of London London EC4V 6DB United Kingdom,Crowne Plaza London The City,51.5122429,-0.1045036
19 place du Panth on 5th arr 75005 Paris France,H tel Les Dames du Panth on,48.845743,2.34493
19 Rue Copernic 16th arr 75016 Paris France,H tel Victor Hugo Paris Kl ber,48.8690198,2.2891278
19 Rue Cujas 5th arr 75005 Paris France,Grand Hotel Saint Michel,48.8478399,2.342254
19 Rue De Caumartin 9th arr 75009 Paris France,Hotel Maison Ath n e,48.8713421,2.3280723
19 Rue Des Pretres Saint Germain L Auxerrois 1st arr 75001 Paris France,Relais Du Louvre,48.8592264,2.340996
19 Rue du Commandant Ren Mouchotte 14th arr 75014 Paris France,Pullman Paris Montparnasse,48.8382943,2.3210421
19 Rue Du Pont Neuf 1st arr 75001 Paris France,Best Western Ducs de Bourgogne,48.8603483,2.3440535
19 Rue Tronchet 8th arr 75008 Paris France,Best Western Premier Op ra Opal,48.8722588,2.3257608
19 Rue Vernet 8th arr 75008 Paris France,Amarante Champs Elys es,48.8717649,2.2983855
190 Queen s Gate Kensington and Chelsea London SW7 5EX United Kingdom,The Gore Hotel Starhotels Collezione,51.5001979,-0.17953570000000002
199 206 High Holborn Camden London WC1V 7BD United Kingdom,The Hoxton Holborn,51.5172398,-0.1220324
1a Lexham Gardens Kensington and Chelsea London W8 5JJ United Kingdom,Mercure London Kensington Hotel,51.4950098,-0.1906195
2 24 Kensington High St Kensington and Chelsea London W8 4PT United Kingdom,Royal Garden Hotel,51.50270220000001,-0.1882164
2 4 Boundary Street Hackney London E2 7DD United Kingdom,Boundary Rooms Suites,51.5244224,-0.0764614
2 4bis Cit Rougemont 9th arr 75009 Paris France,H tel Ad le Jules,48.87210620000001,2.3451384
2 5 Montague Street Bloomsbury Camden London WC1B 5BU United Kingdom,Grange White Hall Hotel,51.5203469,-0.12608930000000002
2 8 Great Suffolk Street Southwark London SE1 0UG United Kingdom,Hilton London Bankside,51.5056956,-0.101525
2 8 Hanger Lane Ealing Common London W5 3HN United Kingdom,DoubleTree by Hilton London Ealing,51.511521,-0.290706
2 avenue la Porte Molitor 16th arr 75016 Paris France,Molitor Paris MGallery by Sofitel,48.8448902,2.2528330000000003
2 Bd Garibaldi 15th arr 75015 Paris France,First Hotel Paris Tour Eiffel,48.8475112,2.3022198
2 Bridge Place Victoria Westminster Borough London SW1V 1QA United Kingdom,DoubleTree by Hilton London Victoria,51.49398,-0.143372
2 Caxton Street Westminster Borough London SW1H 0QW United Kingdom,St Ermin s Hotel Autograph Collection,51.498905,-0.13390929999999998
2 Montagu Place Westminster Borough London W1H 2ER United Kingdom,Montagu Place Hotel,51.5191009,-0.1592
2 place des Pyramides 1st arr 75001 Paris France,H tel Regina,48.8637503,2.3320406000000005
2 place Louis Armand 12th arr 75012 Paris France,Mercure Paris Gare De Lyon TGV,48.8442949,2.3730938
2 Rue Boulard 14th arr 75014 Paris France,Villa Montparnasse,48.8349272,2.3295913
2 Rue d Artois 8th arr 75008 Paris France,H tel des Champs Elys es,48.8722884,2.3090359
2 rue de Gramont 2nd arr 75002 Paris France,Lyric H tel Paris,48.8690126,2.3368708
